"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Age"
"442","Seddon","38 Lily St",3,"h",1325000,"VB","Jas","4/06/2016",6.6,3011,3,3,2,227,211,2015,"Maribyrnong",-37.8033,144.8897,"Western Metropolitan",2417,8
"443","Seddon","58 Station Rd",3,"h",1330000,"S","Sweeney","7/11/2016",6.6,3011,3,3,2,168,187,2012,"Maribyrnong",-37.8066,144.887,"Western Metropolitan",2417,11
"444","Seddon","38 Lily St",3,"h",1350000,"PI","Village","8/10/2016",6.6,3011,3,3,2,227,211,2015,"Maribyrnong",-37.8033,144.8897,"Western Metropolitan",2417,8
"445","Seddon","70 Station Rd",3,"h",875000,"S","Jas","16/07/2016",6.6,3011,3,2,2,193,154,2000,"Maribyrnong",-37.8065,144.8866,"Western Metropolitan",2417,23
"446","South Melbourne","46 Cobden St",3,"h",1390000,"PI","Greg","22/05/2016",2.1,3205,3,2,1,138,138,1998,"Port Phillip",-37.8351,144.9675,"Southern Metropolitan",5943,25
"447","South Melbourne","18a Iffla St",4,"h",1615000,"S","Marshall","22/05/2016",2.1,3205,4,3,2,577,220,2009,"Port Phillip",-37.8357,144.9502,"Southern Metropolitan",5943,14
"448","South Yarra","36 Tyrone St",3,"h",1540000,"S","Marshall","28/05/2016",3.3,3141,3,2,1,149,140,2003,"Stonnington",-37.8448,144.9882,"Southern Metropolitan",14887,20
"449","South Yarra","12 Witchwood Cl",3,"h",1700000,"SP","Biggin","28/08/2016",3.3,3141,2,2,1,181,148,1990,"Melbourne",-37.8334,144.9867,"Southern Metropolitan",14887,33
"450","Spotswood","10 Raleigh St",3,"h",855000,"S","RT","6/08/2016",7.7,3015,3,1,1,326,112,1991,"Hobsons Bay",-37.831,144.8884,"Western Metropolitan",1223,32
"451","Spotswood","59 Hope St",4,"h",850000,"VB","RT","12/11/2016",7.7,3015,4,2,0,389,158,1990,"Hobsons Bay",-37.8284,144.8861,"Western Metropolitan",1223,33
"452","Spotswood","6 Abbott St",4,"h",1161000,"S","Williams","25/02/2017",7.7,3015,4,2,5,742,236,2000,"Hobsons Bay",-37.8248,144.8707,"Western Metropolitan",1223,23
"453","Spotswood","59 Hope St",4,"h",871500,"PI","Jas","28/08/2016",7.7,3015,4,2,0,389,158,1990,"Hobsons Bay",-37.8284,144.8861,"Western Metropolitan",1223,33
"454","St Kilda","77 Spenser St",3,"h",1900000,"S","Pride","10/12/2016",6.1,3182,3,2,2,289,122,1979,"Port Phillip",-37.8726,144.9782,"Southern Metropolitan",13240,44
"455","St Kilda","52 Blanche St",3,"h",920000,"PI","Marshall","15/10/2016",6.1,3182,3,2,2,124,134,2000,"Port Phillip",-37.8656,144.9851,"Southern Metropolitan",13240,23
"456","St Kilda","8/98 Barkly St",3,"h",1120000,"PI","hockingstuart","18/03/2017",6.1,3182,3,2,2,1039,133,2006,"Port Phillip",-37.8638,144.982,"Southern Metropolitan",13240,17
"457","St Kilda","35 Pakington St",3,"h",1678000,"S","McGrath","27/06/2016",6.1,3182,3,2,2,361,171,2016,"Port Phillip",-37.8663,144.9882,"Southern Metropolitan",13240,7
"458","Strathmore","25 Hayes Rd",5,"h",1440000,"S","Barry","12/06/2016",9.7,3041,5,3,2,617,347,1990,"Moonee Valley",-37.7386,144.917,"Western Metropolitan",3284,33
"459","Strathmore","196a Mascoma St",3,"h",850000,"VB","Considine","15/10/2016",9.7,3041,3,3,3,250,207,2016,"Moonee Valley",-37.7189,144.9036,"Western Metropolitan",3284,7
"460","Strathmore","43 Henshall Rd",4,"h",1430000,"S","Nelson","16/04/2016",9.7,3041,4,2,1,607,224,1990,"Moonee Valley",-37.7376,144.9154,"Western Metropolitan",3284,33
"461","Strathmore","2/13 Fenacre St",3,"h",622500,"S","Barry","16/07/2016",9.7,3041,3,2,2,254,127,2004,"Moonee Valley",-37.7302,144.9167,"Western Metropolitan",3284,19
"462","Strathmore","45 Loeman St",4,"h",1280000,"VB","Brad","18/03/2017",9.7,3041,4,2,2,689,25,1977,"Moonee Valley",-37.7345,144.9196,"Western Metropolitan",3284,46
"463","Strathmore","44 Lind St",5,"h",1485000,"S","Rendina","18/06/2016",9.7,3041,5,2,4,502,365,2012,"Moonee Valley",-37.7317,144.9177,"Western Metropolitan",3284,11
"464","Strathmore","9 Marks St",3,"h",1080000,"S","Considine","18/06/2016",9.7,3041,3,2,2,211,46,1980,"Moonee Valley",-37.734,144.9145,"Western Metropolitan",3284,43
"465","Strathmore","6 Prefect St",4,"h",1715000,"S","Paul","18/06/2016",9.7,3041,4,3,2,650,348,2001,"Moonee Valley",-37.7363,144.9208,"Western Metropolitan",3284,22
"466","Strathmore","222 Woodland St",5,"h",2650000,"S","Brad","19/11/2016",9.7,3041,5,3,2,755,365,2009,"Moonee Valley",-37.7417,144.9133,"Western Metropolitan",3284,14
"467","Strathmore","138a Lebanon St",2,"h",630000,"S","Barry","22/05/2016",9.7,3041,3,2,1,378,106,2000,"Moonee Valley",-37.7245,144.9097,"Western Metropolitan",3284,23
"468","Sunshine","1 Walter St",4,"h",1030000,"S","Sweeney","7/05/2016",12.6,3020,4,2,2,803,309,2002,"Brimbank",-37.7932,144.8434,"Western Metropolitan",3755,21
"469","Sunshine","3/17 Anderson Rd",3,"h",460000,"PI","Douglas","7/11/2016",12.6,3020,3,2,1,119,110,2009,"Brimbank",-37.7939,144.8261,"Western Metropolitan",3755,14
"470","Sunshine","4/162 Cornwall Rd",2,"h",425000,"S","Barry","14/05/2016",12.6,3020,2,1,1,225,80,2000,"Brimbank",-37.7795,144.8432,"Western Metropolitan",3755,23
"471","Sunshine","16 Couch St",4,"h",930000,"S","Jas","19/11/2016",12.6,3020,4,2,2,504,174,2005,"Brimbank",-37.7952,144.8325,"Western Metropolitan",3755,18
"472","Sunshine","132 Cornwall Rd",3,"h",910000,"PI","Douglas","25/02/2017",12.6,3020,3,2,2,653,650,1992,"Brimbank",-37.7815,144.8423,"Western Metropolitan",3755,31
"473","Sunshine","11 Brislington St",3,"h",679500,"S","Sweeney","26/07/2016",12.6,3020,3,1,1,351,125,2002,"Brimbank",-37.7843,144.8392,"Western Metropolitan",3755,21
"474","Sunshine North","13 Surman Ct",3,"h",480000,"PI","Douglas","6/08/2016",13.3,3020,3,1,2,546,99,1978,"Brimbank",-37.7555,144.8295,"Western Metropolitan",4217,45
"475","Sunshine North","61 Meadowbank Dr",3,"h",571500,"S","Barry","8/10/2016",13.3,3020,3,2,2,528,137,1990,"Brimbank",-37.758,144.8256,"Western Metropolitan",4217,33
"476","Sunshine North","6 Gresford St",4,"h",735000,"S","Douglas","16/04/2016",13.3,3020,4,2,5,635,201,1975,"Brimbank",-37.7693,144.8351,"Western Metropolitan",4217,48
"477","Sunshine North","5 Braim St",3,"h",7e+05,"S","Barry","18/06/2016",13.3,3020,3,1,2,538,111,1975,"Brimbank",-37.7704,144.8384,"Western Metropolitan",4217,48
"478","Sunshine North","4a Downing St",3,"h",620000,"SP","Douglas","26/07/2016",13.3,3020,3,3,2,221,155,2011,"Brimbank",-37.7708,144.8401,"Western Metropolitan",4217,12
"479","Sunshine North","17 Taniyha Pl",5,"h",1e+06,"S","Douglas","28/05/2016",13.3,3020,4,2,1,786,295,1999,"Brimbank",-37.7743,144.8425,"Western Metropolitan",4217,24
"480","Sunshine West","66 Nicholson Pde",3,"h",615000,"S","Melbourne","3/12/2016",13.5,3020,3,2,6,667,152,1975,"Brimbank",-37.7969,144.8086,"Western Metropolitan",6763,48
"481","Sunshine West","4 Clematis Pl",5,"h",621000,"SP","Barry","10/12/2016",13.5,3020,5,2,2,596,176,1997,"Brimbank",-37.7981,144.7936,"Western Metropolitan",6763,26
"482","Sunshine West","1 Emslie St",3,"h",555000,"S","Barry","22/08/2016",13.5,3020,3,1,1,836,106,1975,"Brimbank",-37.8003,144.8097,"Western Metropolitan",6763,48
"483","Sunshine West","7 Salvatore Ct",3,"h",6e+05,"PI","Bells","22/08/2016",13.5,3020,3,2,2,579,156,1999,"Brimbank",-37.7968,144.7991,"Western Metropolitan",6763,24
"484","Sunshine West","4 Apollo Pl",4,"h",657000,"S","hockingstuart","25/02/2017",13.5,3020,4,2,4,651,178,1975,"Brimbank",-37.7914,144.7918,"Western Metropolitan",6763,48
"485","Sunshine West","22 Bambara Ct",4,"h",705000,"S","Douglas","27/11/2016",13.5,3020,4,2,4,759,198,1975,"Brimbank",-37.7951,144.8213,"Western Metropolitan",6763,48
"486","Sunshine West","25 The Avenue",3,"h",750500,"S","Jas","28/08/2016",13.5,3020,3,2,6,805,181,1995,"Brimbank",-37.7966,144.7928,"Western Metropolitan",6763,28
"487","Sunshine West","49 Warmington Rd",3,"h",451000,"S","Douglas","30/07/2016",13.5,3020,3,1,6,655,146,1978,"Brimbank",-37.8022,144.8235,"Western Metropolitan",6763,45
"488","Surrey Hills","112 Croydon Rd",4,"h",2128000,"S","Fletchers","3/09/2016",11.2,3127,4,3,2,771,312,2000,"Boroondara",-37.8239,145.0969,"Southern Metropolitan",5457,23
"489","Surrey Hills","4 Norris St",4,"h",2860000,"S","Marshall","7/11/2016",11.2,3127,4,2,2,779,264,2014,"Boroondara",-37.8185,145.0878,"Southern Metropolitan",5457,9
"490","Surrey Hills","5 Glendale St",5,"h",1975000,"VB","Marshall","13/08/2016",11.2,3127,5,2,2,641,286,2001,"Whitehorse",-37.8354,145.1001,"Southern Metropolitan",5457,22
"491","Surrey Hills","6 Alandale St",3,"h",1150000,"S","Marshall","17/09/2016",11.2,3127,3,2,1,247,145,2005,"Whitehorse",-37.836,145.1046,"Southern Metropolitan",5457,18
"492","Surrey Hills","14 Scheele St",3,"h",1560000,"S","hockingstuart","24/09/2016",11.2,3127,0,2,1,335,209,2013,"Boroondara",-37.8165,145.0981,"Southern Metropolitan",5457,10
"493","Templestowe Lower","3 Waratah Dr",4,"h",1201000,"SP","Zahn","3/09/2016",13.8,3107,4,2,2,657,221,1978,"Manningham",-37.7624,145.1175,"Eastern Metropolitan",5420,45
"494","Templestowe Lower","120 Templestowe Rd",3,"h",742500,"S","Philip","3/12/2016",13.8,3107,3,1,2,313,128,1980,"Manningham",-37.7556,145.0946,"Eastern Metropolitan",5420,43
"495","Templestowe Lower","157 Swanston St",4,"h",990000,"PI","Barry","6/08/2016",13.8,3107,4,2,2,652,189,1973,"Manningham",-37.7573,145.0994,"Eastern Metropolitan",5420,50
"496","Templestowe Lower","271 High St",4,"h",1500000,"SP","Jellis","7/05/2016",13.8,3107,4,2,2,420,255,2013,"Manningham",-37.767,145.119,"Eastern Metropolitan",5420,10
"497","Templestowe Lower","40 Dellfield Dr",5,"h",950000,"PI","Barry","10/09/2016",13.8,3107,5,3,2,700,220,1973,"Manningham",-37.7658,145.124,"Eastern Metropolitan",5420,50
"498","Templestowe Lower","65 Fyfe Dr",4,"h",1421000,"S","Barry","10/09/2016",13.8,3107,4,2,2,650,260,1980,"Manningham",-37.7694,145.1222,"Eastern Metropolitan",5420,43
"499","Templestowe Lower","45 Lynnwood Pde",5,"h",1710000,"S","Barry","11/03/2017",13.8,3107,5,2,2,666,355,1980,"Manningham",-37.7692,145.1253,"Eastern Metropolitan",5420,43
"500","Templestowe Lower","39 Hazel Dr",5,"h",750000,"PI","hockingstuart","12/11/2016",13.8,3107,5,3,4,800,335,2006,"Manningham",-37.7696,145.1078,"Eastern Metropolitan",5420,17
"501","Templestowe Lower","133 MacEdon Rd",4,"h",945000,"PI","Jellis","18/06/2016",13.8,3107,4,2,2,675,181,1985,"Manningham",-37.764,145.1145,"Eastern Metropolitan",5420,38
"502","Templestowe Lower","62 Hodgson St",5,"h",2080000,"S","Barry","26/07/2016",13.8,3107,5,4,2,646,360,2016,"Manningham",-37.7625,145.1043,"Eastern Metropolitan",5420,7
"503","Templestowe Lower","26 Horsfall St",4,"h",1650000,"PI","Jellis","27/11/2016",13.8,3107,4,2,2,673,280,2005,"Manningham",-37.7647,145.1186,"Eastern Metropolitan",5420,18
"504","Templestowe Lower","78 Olympus Dr",4,"h",1182500,"S","Barry","27/11/2016",13.8,3107,4,2,2,650,150,1975,"Manningham",-37.7764,145.1216,"Eastern Metropolitan",5420,48
"505","Templestowe Lower","23 Hotham St",3,"h",650000,"VB","RT","28/05/2016",13.8,3107,3,1,2,327,120,1975,"Manningham",-37.7709,145.1104,"Eastern Metropolitan",5420,48
"506","Thornbury","10 Ethel St",3,"h",898000,"S","hockingstuart","16/04/2016",6.5,3071,3,2,2,210,108,2010,"Darebin",-37.7551,144.9993,"Northern Metropolitan",8870,13
"507","Thornbury","314A Gillies St",2,"h",874000,"S","Love","19/11/2016",6.5,3071,2,1,2,333,2,1985,"Darebin",-37.7642,145.0192,"Northern Metropolitan",8870,38
"508","Thornbury","50b Clyde St",3,"h",1250000,"VB","Nelson","24/09/2016",6.5,3071,3,2,3,297,234,2013,"Darebin",-37.7617,145.0117,"Northern Metropolitan",8870,10
"509","Thornbury","386 Station St",3,"h",1160000,"SP","McGrath","27/11/2016",6.5,3071,3,2,2,644,149,2001,"Darebin",-37.7604,145.021,"Northern Metropolitan",8870,22
"510","Toorak","10 Myoora Rd",4,"h",5500000,"VB","Marshall","3/12/2016",4.6,3142,4,3,2,691,374,2000,"Stonnington",-37.8431,145.021,"Southern Metropolitan",7217,23
"511","Toorak","296A Williams Rd",3,"h",2840000,"PI","Marshall","11/03/2017",4.6,3142,3,2,4,1317,228,2000,"Stonnington",-37.838,145.0054,"Southern Metropolitan",7217,23
"512","Toorak","17 Albany Rd",3,"h",6250000,"S","Kay","15/10/2016",4.6,3142,3,3,2,564,342,2000,"Stonnington",-37.8486,145.0244,"Southern Metropolitan",7217,23
"513","Toorak","23 Canberra Rd",4,"h",4500000,"PI","RT","15/10/2016",4.6,3142,4,3,2,732,367,1980,"Stonnington",-37.8349,145.01,"Southern Metropolitan",7217,43
"514","Toorak","6 Leighton Ct",3,"h",4200000,"S","Melbourne","23/04/2016",4.6,3142,4,4,2,565,331,2005,"Stonnington",-37.8448,145.0123,"Southern Metropolitan",7217,18
"515","Viewbank","4 The Glade",3,"h",960000,"S","Miles","3/09/2016",13.8,3084,4,2,2,656,183,1990,"Banyule",-37.7322,145.0995,"Eastern Metropolitan",2698,33
"516","Viewbank","17 Lena St",3,"h",765000,"S","Ray","14/05/2016",13.8,3084,3,1,2,608,138,1975,"Banyule",-37.7396,145.0885,"Eastern Metropolitan",2698,48
"517","Viewbank","19 Lena St",3,"h",920000,"S","Miles","14/05/2016",13.8,3084,3,2,2,834,143,1975,"Banyule",-37.7396,145.0884,"Eastern Metropolitan",2698,48
"518","Viewbank","24 Northwood Dr",5,"h",1025000,"S","Nelson","17/09/2016",13.8,3084,5,3,2,531,233,1978,"Banyule",-37.7378,145.0955,"Eastern Metropolitan",2698,45
"519","Viewbank","44 Martins La",4,"h",895000,"S","Miles","18/06/2016",13.8,3084,4,2,2,700,18,1980,"Banyule",-37.7326,145.0881,"Eastern Metropolitan",2698,43
"520","Viewbank","3 The Nook",4,"h",1050000,"VB","Nelson","26/07/2016",13.8,3084,4,2,2,660,202,1977,"Banyule",-37.7375,145.0917,"Eastern Metropolitan",2698,46
"521","Watsonia","2/21 High St",3,"h",690000,"S","Buckingham","6/08/2016",14.9,3087,3,2,1,308,129,2015,"Banyule",-37.7078,145.0807,"Northern Metropolitan",2329,8
"522","Watsonia","56 Frensham Rd",3,"h",671000,"S","Barry","12/11/2016",14.9,3087,3,2,2,280,163,2002,"Banyule",-37.7153,145.0854,"Northern Metropolitan",2329,21
"523","Watsonia","11 Leafield St",4,"h",1171000,"S","Buckingham","16/07/2016",14.9,3087,3,3,2,670,325,2010,"Banyule",-37.7122,145.0765,"Northern Metropolitan",2329,13
"524","Watsonia","49 Wattle Dr",3,"h",627500,"S","Barry","24/09/2016",14.9,3087,3,1,1,319,96,2000,"Banyule",-37.7165,145.0759,"Northern Metropolitan",2329,23
"525","West Melbourne","115 Abbotsford St",3,"h",1260000,"S","Alexkarbon","4/06/2016",1.9,3003,2,3,2,506,195,2000,"Melbourne",-37.805,144.9448,"Northern Metropolitan",2230,23
"526","Williamstown","43B Cole St",3,"h",1800000,"VB","Raine","4/03/2017",8,3016,3,2,2,332,252,2006,"Hobsons Bay",-37.8652,144.9019,"Western Metropolitan",6380,17
"527","Williamstown","56 Verdon St",3,"h",2910000,"SP","Greg","4/03/2017",8,3016,3,3,2,515,286,1990,"Hobsons Bay",-37.8609,144.8947,"Western Metropolitan",6380,33
"528","Williamstown","110 Bayview St",3,"h",1200000,"S","RT","4/06/2016",8,3016,3,2,2,315,174,1990,"Hobsons Bay",-37.8595,144.8868,"Western Metropolitan",6380,33
"529","Williamstown","20 Bates Dr",3,"h",1200000,"S","Williams","7/11/2016",8,3016,3,2,2,348,200,1997,"Hobsons Bay",-37.8578,144.8799,"Western Metropolitan",6380,26
"530","Williamstown","28 Council La",3,"h",1560000,"SP","Greg","7/11/2016",8,3016,3,2,2,310,179,2005,"Hobsons Bay",-37.8644,144.9039,"Western Metropolitan",6380,18
"531","Williamstown","19 Perry St",3,"h",1575000,"S","Greg","7/11/2016",8,3016,3,2,3,430,215,1996,"Hobsons Bay",-37.8613,144.8939,"Western Metropolitan",6380,27
"532","Williamstown","112 Crofton Dr",4,"h",1330000,"S","Williams","12/11/2016",8,3016,4,3,2,217,266,2003,"Hobsons Bay",-37.8634,144.8796,"Western Metropolitan",6380,20
"533","Williamstown","20 Proctor St",3,"h",1010000,"S","Raine","13/08/2016",8,3016,3,2,2,418,204,1995,"Hobsons Bay",-37.8571,144.8767,"Western Metropolitan",6380,28
"534","Williamstown","104 Hannan St",4,"h",2050000,"S","Sweeney","22/05/2016",8,3016,4,2,2,648,285,2011,"Hobsons Bay",-37.8601,144.8879,"Western Metropolitan",6380,12
"535","Williamstown","50 Thompson St",4,"h",1630000,"S","Greg","25/02/2017",8,3016,4,2,2,265,197,2010,"Hobsons Bay",-37.8656,144.9039,"Western Metropolitan",6380,13
"536","Williamstown","19 MacLean St",4,"h",1300000,"PI","Sweeney","27/06/2016",8,3016,4,2,2,369,250,1980,"Hobsons Bay",-37.8576,144.8992,"Western Metropolitan",6380,43
"537","Williamstown","68 Osborne St",3,"h",1710000,"SP","RT","27/11/2016",8,3016,3,2,1,260,170,2016,"Hobsons Bay",-37.8671,144.9001,"Western Metropolitan",6380,7
"538","Williamstown","11 Sandpiper Pl",4,"h",2440000,"S","Sweeney","27/11/2016",8,3016,4,3,3,500,278,2005,"Hobsons Bay",-37.8638,144.8798,"Western Metropolitan",6380,18
"539","Windsor","7b Nathan Pl",3,"h",1540000,"S","Biggin","7/11/2016",5.1,3181,3,2,1,138,147,2000,"Stonnington",-37.8556,144.995,"Southern Metropolitan",4380,23
"540","Windsor","3/11 Lincoln Pl",2,"h",1177000,"PI","Marshall","18/03/2017",5.1,3181,2,2,2,521,122,2000,"Stonnington",-37.8543,144.9939,"Southern Metropolitan",4380,23
"541","Yallambie","8 Ovata Cl",4,"h",915000,"S","Barry","4/03/2017",15,3085,4,3,1,531,237,1990,"Banyule",-37.7198,145.1034,"Northern Metropolitan",1369,33
"542","Yallambie","70 Tarcoola Dr",3,"h",810000,"S","Buckingham","10/12/2016",15,3085,3,2,2,568,173,1975,"Banyule",-37.7216,145.1066,"Northern Metropolitan",1369,48
"543","Yallambie","267 Yallambie Rd",3,"h",753000,"S","Barry","11/02/2017",15,3085,3,2,1,536,154,1975,"Banyule",-37.7233,145.1045,"Northern Metropolitan",1369,48
"544","Yallambie","4 Coleen St",3,"h",742000,"S","Barry","15/10/2016",15,3085,3,1,1,614,117,1978,"Banyule",-37.7305,145.081,"Northern Metropolitan",1369,45
"545","Yallambie","36 Longacres Rd",4,"h",953000,"S","Fletchers","15/10/2016",15,3085,4,2,2,551,150,1997,"Banyule",-37.7302,145.0883,"Northern Metropolitan",1369,26
"546","Yallambie","4 Melliodora Pl",3,"h",731000,"S","hockingstuart","18/06/2016",15,3085,3,2,2,566,156,1991,"Banyule",-37.7195,145.1034,"Northern Metropolitan",1369,32
"547","Yallambie","27 Ovata Cl",3,"h",936000,"S","Buckingham","26/07/2016",15,3085,3,2,2,587,232,1994,"Banyule",-37.72,145.1014,"Northern Metropolitan",1369,29
"548","Yallambie","5 Amanda Ct",3,"h",721000,"S","Barry","28/08/2016",15,3085,3,1,1,687,122,1978,"Banyule",-37.7303,145.0823,"Northern Metropolitan",1369,45
"549","Yarraville","4 Finlay St",4,"h",1550000,"S","Village","3/12/2016",7,3013,4,2,2,427,233,2010,"Maribyrnong",-37.8187,144.8771,"Western Metropolitan",6543,13
"550","Yarraville","1/194 Hyde St",3,"h",780000,"S","Village","3/12/2016",7,3013,3,2,2,213,120,2004,"Maribyrnong",-37.8175,144.8964,"Western Metropolitan",6543,19
"551","Yarraville","76 Bishop St",4,"h",1235000,"SP","Jas","4/03/2017",7,3013,4,2,2,244,206,2011,"Maribyrnong",-37.8139,144.8741,"Western Metropolitan",6543,12
"552","Yarraville","6 Clarendon St",3,"h",910000,"S","Village","4/06/2016",7,3013,3,3,2,197,109,2013,"Maribyrnong",-37.8197,144.8875,"Western Metropolitan",6543,10
"553","Yarraville","2/8 Hughes St",2,"h",630000,"PI","Jas","8/10/2016",7,3013,2,1,1,148,79,2003,"Maribyrnong",-37.822,144.89,"Western Metropolitan",6543,20
"554","Yarraville","2/382 Williamstown Rd",2,"h",630000,"S","Jas","19/11/2016",7,3013,2,2,2,168,121,2000,"Maribyrnong",-37.8225,144.8814,"Western Metropolitan",6543,23
"555","Yarraville","9/11 Berry St",3,"h",955000,"S","Village","24/09/2016",7,3013,3,2,2,206,173,2006,"Maribyrnong",-37.8127,144.8965,"Western Metropolitan",6543,17
"556","Yarraville","20 Grace St",3,"h",1450000,"S","Village","25/02/2017",7,3013,3,2,2,542,211,2016,"Maribyrnong",-37.811,144.8844,"Western Metropolitan",6543,7
"557","Yarraville","6/37 Stephen St",3,"h",940000,"S","Village","28/08/2016",7,3013,3,2,2,171,146,2007,"Maribyrnong",-37.8124,144.8957,"Western Metropolitan",6543,16
"558","Aberfeldie","21 May St",4,"h",1346000,"S","Nelson","8/10/2016",9.1,3040,2,2,2,559,204,1995,"Moonee Valley",-37.7614,144.8925,"Western Metropolitan",1543,28
"559","Aberfeldie","126 The Boulevard",4,"h",3900000,"S","Nelson","10/12/2016",9.1,3040,4,4,4,670,375,2010,"Moonee Valley",-37.7637,144.8931,"Western Metropolitan",1543,13
"560","Aberfeldie","2 May St",4,"h",1150000,"PI","Nelson","11/02/2017",9.1,3040,4,2,2,578,35,2010,"Moonee Valley",-37.7614,144.8953,"Western Metropolitan",1543,13
"561","Aberfeldie","25 Beaver St",2,"h",1705000,"S","Nelson","15/10/2016",9.1,3040,2,1,2,809,131,1980,"Moonee Valley",-37.7587,144.9015,"Western Metropolitan",1543,43
"562","Aberfeldie","2 May St",4,"h",1200000,"VB","Nelson","19/11/2016",9.1,3040,4,2,2,578,35,2010,"Moonee Valley",-37.7614,144.8953,"Western Metropolitan",1543,13
"563","Bellfield","2/2 Harrison St",3,"h",720000,"SP","McGrath","25/02/2017",9.5,3081,3,2,1,231,145,2012,"Banyule",-37.7527,145.0392,"Eastern Metropolitan",790,11
"564","Brunswick East","1 Nunan St",4,"h",856000,"S","Harrington","3/12/2016",4.5,3057,4,2,2,136,151,1997,"Moreland",-37.7601,144.9805,"Northern Metropolitan",5533,26
"565","Brunswick East","89a Hickford St",3,"h",1574000,"S","Woodards","16/04/2016",4.5,3057,3,3,2,336,207,2007,"Moreland",-37.7664,144.9797,"Northern Metropolitan",5533,16
"566","Brunswick East","14 Hutchinson St",3,"h",998000,"S","Nelson","23/04/2016",4.5,3057,3,1,2,104,118,2000,"Moreland",-37.7723,144.9761,"Northern Metropolitan",5533,23
"567","Essendon West","17 Hoffmans Rd",4,"h",1422000,"S","Nelson","4/06/2016",9.8,3040,4,2,2,505,335,2013,"Moonee Valley",-37.7518,144.8897,"Western Metropolitan",588,10
"568","Fawkner","1b McDougall St",2,"h",378000,"S","Re","4/06/2016",12.4,3060,2,1,1,215,100,1990,"Moreland",-37.7049,144.9638,"Northern Metropolitan",5070,33
"569","Fawkner","45 Bruce St",4,"h",540000,"VB","Brad","8/10/2016",12.4,3060,4,2,3,254,164,1990,"Moreland",-37.7082,144.9725,"Northern Metropolitan",5070,33
"570","Fawkner","34a Preston St",3,"h",631000,"S","hockingstuart","24/09/2016",12.4,3060,3,2,2,297,133,2012,"Moreland",-37.6994,144.9686,"Northern Metropolitan",5070,11
"571","Fawkner","2 Murray St",4,"h",562000,"S","Stockdale","27/06/2016",12.4,3060,4,2,2,374,136,2005,"Moreland",-37.7056,144.9671,"Northern Metropolitan",5070,18
